"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-09-23","92.1","1.8","5.67","Lowther, Zac",663993,675912,,"ball",,,,,"13","Nathaniel Lowe walks.","R","L","L","BAL","TEX","B",,,"2","2",2021,"0.94","1.3","-1.27","2.43",,,,"1","4","Top",,,,,"642851",,,-9.95758102050992,-133.71742831075522,-5.242261760290857,13.498985725635135,30.350360676681497,-15.60903413367917,"3.51","1.67",,,,"93","2388","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.42",,,,,,,,"26","6","4-Seam Fastball","0","0","0","0","0","0","0","0","Strategic","Standard","139","0","0.07"
"SL","2021-09-23","81.3","1.92","5.73","Lowther, Zac",663993,675912,,"foul",,,,,"11","Nathaniel Lowe walks.","R","L","L","BAL","TEX","S",,,"2","2",2021,"-1.57","-0.48","-1.05","2.67",,,,"1","4","Top",,,,,"642851",,,-3.6921249605979662,-118.32506855391586,0.7128454980794159,-14.003143180237672,23.297775786937557,-37.004814163293815,"3.55","1.63","262","68.7","35","82.1","2725","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.64",,,,,,,,"26","5","Slider","0","0","0","0","0","0","0","0","Strategic","Standard","304","0","0"
"SL","2021-09-23","80.6","1.76","5.83","Lowther, Zac",663993,675912,,"ball",,,,,"13","Nathaniel Lowe walks.","R","L","L","BAL","TEX","B",,,"1","2",2021,"-1.54","-0.94","-1.66","0.86",,,,"1","4","Top",,,,,"642851",,,-4.720526268979945,-117.2596198730746,-2.5061302947579813,-12.963281731755483,25.764486273124017,-40.415101067119124,"3.48","1.62",,,,"80.8","2751","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.71",,,,,,,,"26","4","Slider","0","0","0","0","0","0","0","0","Strategic","Standard","322","0","0.028"
"CU","2021-09-23","73.4","1.9","5.78","Lowther, Zac",663993,675912,,"foul",,,,,"6","Nathaniel Lowe walks.","R","L","L","BAL","TEX","S",,,"1","1",2021,"-0.94","-1.24","0.39","2.74",,,,"1","4","Top",,,,,"642851",,,-1.416721888103054,-106.64396092245478,3.4705215536051943,-6.852030011351824,21.040944576650492,-42.45870026554558,"3.55","1.63","4","75.2","-36","73.4","2553","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.78",,,,,,,,"26","3","Curveball","0","0","0","0","0","0","0","0","Strategic","Standard","327","0","-0.043"
"SL","2021-09-23","80.8","2.03","5.78","Lowther, Zac",663993,675912,,"called_strike",,,,,"3","Nathaniel Lowe walks.","R","L","L","BAL","TEX","S",,,"1","0",2021,"-0.67","0.15","0.59","2.94",,,,"1","4","Top",,,,,"642851",,,-1.942543968956178,-117.86174879520038,-0.04058683320372225,-5.967225286337317,19.991009611668616,-30.952240269069748,"3.51","1.67",,,,"81.9","2585","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.83",,,,,,,,"26","2","Slider","0","0","0","0","0","0","0","0","Strategic","Standard","308","0","-0.032"
"SL","2021-09-23","81.7","2.01","5.76","Lowther, Zac",663993,675912,,"ball",,,,,"11","Nathaniel Lowe walks.","R","L","L","BAL","TEX","B",,,"0","0",2021,"-1.26","-0.12","-1.08","2.83",,,,"1","4","Top",,,,,"642851",,,-4.55125354364622,-118.91295045284477,0.28973140373276896,-10.884031087049234,25.600451074642685,-33.64791582547619,"3.5","1.56",,,,"81.9","2546","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.78",,,,,,,,"26","1","Slider","0","0","0","0","0","0","0","0","Standard","Standard","307","0","0.026"
"CU","2021-09-23","75.1","1.87","5.85","Lowther, Zac",666969,675912,"field_out","hit_into_play",,,,,"14","Adolis Garcia grounds out, shortstop Richie Martin to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","X","6","ground_ball","1","2",2021,"-1.08","-1.36","0.22","1.18",,,,"0","4","Top",114.73,159.03,,,"642851",,,-1.5209151085877575,-109.29159418794437,0.0573455765109554,-8.201962665589573,23.05269786126311,-43.191735713464944,"3.41","1.56","30","103.7","-1","75.3","2533","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.59","0.394","0.355","0","1","0","0","4","25","4","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","334","0.027","-0.173"
"FF","2021-09-23","90.5","2.02","5.8","Lowther, Zac",666969,675912,,"ball",,,,,"12","Adolis Garcia grounds out, shortstop Richie Martin to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","B",,,"0","2",2021,"0.99","1.31","0.53","4.49",,,,"0","4","Top",,,,,"642851",,,-5.900235048335629,-131.6883851228995,-0.09545024899854487,12.736424449821447,28.612961690119544,-17.178920410466013,"3.53","1.73",,,,"91.4","2275","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.62",,,,,,,,"25","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","143","0","0.022"
"CU","2021-09-23","72.4","1.84","5.88","Lowther, Zac",666969,675912,,"swinging_strike",,,,,"2","Adolis Garcia grounds out, shortstop Richie Martin to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","S",,,"0","1",2021,"-1.14","-1.3","0.20","3.10",,,,"0","4","Top",,,,,"642851",,,-1.3293534632529673,-105.25171792760804,4.290405009403888,-8.114829909009057,21.298047784009082,-42.82207909345182,"3.41","1.56",,,,"72.3","2666","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.78",,,,,,,,"25","2","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","329","0","-0.052"
"SL","2021-09-23","79.1","2.06","5.75","Lowther, Zac",666969,675912,,"foul",,,,,"8","Adolis Garcia grounds out, shortstop Richie Martin to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","S",,,"0","0",2021,"-1.27","-0.5","-0.23","2.01",,,,"0","4","Top",,,,,"642851",,,-2.625979096522578,-115.07809750833411,-0.34888823350851994,-10.668466428422478,23.952759125423285,-36.733559986751764,"3.41","1.56","5","87.7","-25","79.3","2677","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.81",,,,,,,,"25","1","Slider","0","0","0","0","0","0","0","0","Standard","Standard","307","0","-0.038"
"FF","2021-09-23","91.2","1.76","5.8","Lowther, Zac",628451,675912,"field_out","hit_into_play",,,,,"8","Andy Ibanez flies out to left fielder Austin Hays.","R","R","L","BAL","TEX","X","7","fly_ball","2","2",2021,"0.9","1.32","0.27","1.93",,,,"2","3","Top",65.52,92.43,,,"642851",,,-5.763487593788139,-132.4784778634942,-6.693829652010317,11.855092985117066,30.55560780732892,-15.39596865471097,"3.32","1.51","289","78.1","32","92.2","2271","7.2",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.34","0.089","0.081","0","1","0","0","3","19","5","4-Seam Fastball","0","0","0","0","0","0","0","0",,,"141","0.011","-0.091"
"CU","2021-09-23","75.6","1.96","5.73","Lowther, Zac",628451,675912,,"ball",,,,,"12","Andy Ibanez flies out to left fielder Austin Hays.","R","R","L","BAL","TEX","B",,,"1","2",2021,"-1.25","-1.3","1.11","3.13",,,,"2","3","Top",,,,,"642851",,,0.48139260594230554,-109.80098634177202,4.2018458622879145,-10.103224097026855,22.904316970485425,-43.71677521183554,"3.12","1.4",,,,"75.6","2609","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.7",,,,,,,,"19","4","Curveball","0","0","0","0","0","0","0","0",,,"332","0","0.018"
"FF","2021-09-23","91.6","1.98","5.68","Lowther, Zac",628451,675912,,"foul",,,,,"1","Andy Ibanez flies out to left fielder Austin Hays.","R","R","L","BAL","TEX","S",,,"1","1",2021,"1","1.44","-0.32","2.83",,,,"2","3","Top",,,,,"642851",,,-8.067115045016642,-133.078891050758,-4.423207154400407,13.720882941997932,31.242944504571398,-14.363530294475115,"3.32","1.51","208","73.2","25","92.3","2317","7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.46",,,,,,,,"19","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,"135","0","-0.027"
"FF","2021-09-23","90.8","1.77","5.76","Lowther, Zac",628451,675912,,"foul",,,,,"11","Andy Ibanez flies out to left fielder Austin Hays.","R","R","L","BAL","TEX","S",,,"1","0",2021,"0.86","1.59","-1.17","3.12",,,,"2","3","Top",,,,,"642851",,,-9.330510857594302,-131.7638872401599,-4.045835984908095,12.11517711829957,31.830359326150244,-13.022545166389747,"3.32","1.51","202","73.5","53","91.4","2303","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.38",,,,,,,,"19","2","4-Seam Fastball","0","0","0","0","0","0","0","0",,,"141","0","-0.02"
"FF","2021-09-23","91.6","1.97","5.66","Lowther, Zac",628451,675912,,"ball",,,,,"11","Andy Ibanez flies out to left fielder Austin Hays.","R","R","L","BAL","TEX","B",,,"0","0",2021,"0.99","1.36","-1.48","2.89",,,,"2","3","Top",,,,,"642851",,,-10.986996379631028,-132.8794385768705,-3.9914636945839543,14.32204195503891,32.313966130655565,-15.461648293201632,"3.21","1.49",,,,"92","2337","7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.48",,,,,,,,"19","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,"139","0","0.016"
"SL","2021-09-23","82.3","1.96","5.75","Lowther, Zac",643396,675912,"field_out","hit_into_play",,,,,"1","Isiah Kiner-Falefa grounds out, third baseman Kelvin Gutierrez to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","X","5","ground_ball","1","1",2021,"-1.15","-0.03","-0.36","3.29",,,,"1","3","Top",108.09,160.36,,,"642851",,,-3.0800704772379004,-119.91353818247566,1.0194571749304244,-10.470567902398912,23.283219877897753,-32.896370637950405,"3.32","1.51","4","66.1","-37","83.2","2752","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.69","0.077","0.069","0","1","0","0","2","18","3","Slider","0","0","0","0","0","0","0","0",,,"316","0.018","-0.157"
"CH","2021-09-23","85.7","1.82","5.77","Lowther, Zac",643396,675912,,"ball",,,,,"7","Isiah Kiner-Falefa grounds out, third baseman Kelvin Gutierrez to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","B",,,"0","1",2021,"1.18","0.94","-0.42","1.36",,,,"1","3","Top",,,,,"642851",,,-7.764960985954454,-124.50207758765184,-6.063879599756184,13.82088410135955,25.6880681100534,-21.3856428014613,"3.03","1.28",,,,"86.5","1986","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.56",,,,,,,,"18","2","Changeup","0","0","0","0","0","0","0","0",,,"143","0","0.021"
"CU","2021-09-23","74.9","1.93","5.65","Lowther, Zac",643396,675912,,"called_strike",,,,,"11","Isiah Kiner-Falefa grounds out, third baseman Kelvin Gutierrez to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","S",,,"0","0",2021,"-1.14","-1.24","-0.20","3.31",,,,"1","3","Top",,,,,"642851",,,-2.405009680397272,-108.78495602752638,4.729670051730949,-8.490552636416265,21.96294165236621,-43.0815484472986,"3.04","1.34",,,,"75.1","2794","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.65",,,,,,,,"18","1","Curveball","0","0","0","0","0","0","0","0",,,"325","0","-0.027"
"FF","2021-09-23","92.5","1.86","5.7","Lowther, Zac",665750,675912,"strikeout","swinging_strike",,,,,"11","Leody Taveras strikes out swinging.","R","R","L","BAL","TEX","S","2",,"3","2",2021,"0.94","1.43","-0.26","3.68",,,,"0","3","Top",,,,,"642851",,,-7.559487608424032,-134.54290765451407,-2.452063016525235,13.074928650430214,30.362743754687344,-14.55626732332683,"3.47","1.59",,,,"93.6","2427","7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.46",,,"0","1","0","0",,"17","6","4-Seam Fastball","0","0","0","0","0","0","0","0",,,"143","0.025","-0.317"
"SL","2021-09-23","81.0","2.07","5.67","Lowther, Zac",665750,675912,,"ball",,,,,"13","Leody Taveras strikes out swinging.","R","R","L","BAL","TEX","B",,,"2","2",2021,"-1.44","-0.53","-1.27","1.21",,,,"0","3","Top",,,,,"642851",,,-4.747771502672596,-117.88621328735593,-2.2872899116832643,-12.385246766764116,24.24395418775021,-36.79971999949594,"3.57","1.68",,,,"81.5","2620","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.7",,,,,,,,"17","5","Slider","0","0","0","0","0","0","0","0",,,"319","0","0.101"
"FF","2021-09-23","92.0","1.96","5.67","Lowther, Zac",665750,675912,,"ball",,,,,"13","Leody Taveras strikes out swinging.","R","R","L","BAL","TEX","B",,,"1","2",2021,"0.98","1.32","-0.54","1.46",,,,"0","3","Top",,,,,"642851",,,-8.60788503941883,-133.50274654121208,-7.818329489906016,13.585371015074891,27.845649777942043,-14.835330723803693,"3.54","1.71",,,,"93.4","2223","7.2",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.29",,,,,,,,"17","4","4-Seam Fastball","0","0","0","0","0","0","0","0",,,"136","0","0.043"
"FF","2021-09-23","91.9","1.8","5.83","Lowther, Zac",665750,675912,,"ball",,,,,"11","Leody Taveras strikes out swinging.","R","R","L","BAL","TEX","B",,,"0","2",2021,"0.83","1.56","-0.10","3.90",,,,"0","3","Top",,,,,"642851",,,-6.679644471652532,-133.63929259374788,-2.418667656256088,11.367667769205992,30.242301436176977,-13.177958136943083,"3.54","1.74",,,,"92.8","2282","7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.5",,,,,,,,"17","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,"143","0","0.022"
"FF","2021-09-23","90.5","1.91","5.67","Lowther, Zac",665750,675912,,"called_strike",,,,,"7","Leody Taveras strikes out swinging.","R","R","L","BAL","TEX","S",,,"0","1",2021,"1.1","1.29","-0.76","2.28",,,,"0","3","Top",,,,,"642851",,,-9.152109692077454,-131.3471337273094,-5.302271830505055,14.727305450120424,28.88226830268133,-16.224927157764355,"3.7","1.84",,,,"91.5","2283","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.37",,,,,,,,"17","2","4-Seam Fastball","0","0","0","0","0","0","0","0",,,"145","0","-0.052"
"CU","2021-09-23","73.6","1.89","5.73","Lowther, Zac",665750,675912,,"called_strike",,,,,"8","Leody Taveras strikes out swinging.","R","R","L","BAL","TEX","S",,,"0","0",2021,"-0.74","-1.29","0.09","1.65",,,,"0","3","Top",,,,,"642851",,,-2.376168483307352,-106.98866824054463,1.4525929431640148,-5.131472232785707,21.990390745017915,-42.475128927590305,"3.6","1.71",,,,"73.9","2553","7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.52",,,,,,,,"17","1","Curveball","0","0","0","0","0","0","0","0",,,"329","0","-0.038"
"FF","2021-09-23","92.1","1.97","5.72","Lowther, Zac",660634,675912,"field_out","hit_into_play",,,,,"2","Yonny Hernandez grounds out, pitcher Zac Lowther to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","X","1","ground_ball","1","2",2021,"1.18","1.33","0.28","2.79",,"663993","669256","2","2","Top",133.53,184.44,,,"642851",,,-6.96408777950137,-133.87200663171026,-4.540649519657038,15.748028167470604,28.898623134568105,-15.426340209922227,"3.29","1.49","2","68.8","-55","93.3","2329","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.42","0.24","0.216","0","1","0","0","2","13","5","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","137","0.045","-0.304"
"CU","2021-09-23","76.3","1.83","5.82","Lowther, Zac",660634,675912,,"foul",,,,,"4","Yonny Hernandez grounds out, pitcher Zac Lowther to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","S",,,"1","2",2021,"-0.93","-1.32","-0.48","2.10",,"663993","669256","2","2","Top",,,,,"642851",,,-3.2073776908694236,-110.93377917255579,1.716535096940609,-6.967449755523795,22.46658268685994,-43.526856749923944,"3.29","1.49",,,,"76.6","2750","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.68",,,,,,,,"13","4","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","333","0","0"
"FF","2021-09-23","91.1","1.69","5.81","Lowther, Zac",660634,675912,,"called_strike",,,,,"11","Yonny Hernandez grounds out, pitcher Zac Lowther to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","S",,,"1","1",2021,"0.96","1.44","-0.93","2.78",,"663993","669256","2","2","Top",,,,,"642851",,,-8.772060715732836,-132.28699955290398,-4.832957757786218,13.240316825162374,29.41788517133494,-14.455314759674922,"3.2","1.5",,,,"92.2","2252","7.1",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.35",,,,,,,,"13","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","142","0","-0.116"
"FF","2021-09-23","90.4","1.68","5.79","Lowther, Zac",660634,675912,,"ball",,,,,"11","Yonny Hernandez grounds out, pitcher Zac Lowther to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","B",,,"0","1",2021,"0.75","1.35","-0.98","2.83",,"663993","669256","2","2","Top",,,,,"642851",,,-8.359288726958896,-131.3557300309475,-4.328698150110946,10.544543934514753,29.760397813933785,-15.795465123536372,"3.26","1.54",,,,"91.5","2247","7.2",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.34",,,,,,,,"13","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","137","0","0.054"
"CH","2021-09-23","84.1","1.81","5.75","Lowther, Zac",660634,675912,,"called_strike",,,,,"8","Yonny Hernandez grounds out, pitcher Zac Lowther to first baseman Ryan Mountcastle.","R","R","L","BAL","TEX","S",,,"0","0",2021,"1.22","0.85","0.04","1.64",,"663993","669256","2","2","Top",,,,,"642851",,,-6.587533519370394,-122.19637669117851,-4.844422815662561,13.556651661243711,24.25493238017956,-22.92810891679397,"3.31","1.53",,,,"84.9","1993","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.6",,,,,,,,"13","1","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","129","0","-0.075"
"CU","2021-09-23","75.4","1.76","5.65","Lowther, Zac",641680,675912,"strikeout","swinging_strike",,,,,"7","Jonah Heim strikes out swinging.","R","R","L","BAL","TEX","S","2",,"1","2",2021,"-1.53","-1.06","-0.58","1.84",,"663993","669256","1","2","Top",,,,,"642851",,,-2.134987638340099,-109.61331182399503,1.2564730017515076,-11.766264829930472,22.690348405528614,-41.12859300247442,"3.55","1.63",,,,"75.6","2782","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.61",,,"0","1","0","0",,"12","4","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","324","0.045","-0.351"
"FF","2021-09-23","92.1","1.76","5.81","Lowther, Zac",641680,675912,,"ball",,,,,"11","Jonah Heim strikes out swinging.","R","R","L","BAL","TEX","B",,,"0","2",2021,"0.87","1.31","-1.00","4.73",,"663993","669256","1","2","Top",,,,,"642851",,,-8.96883770360199,-133.79677173391673,0.32648736983838367,12.423347655519075,30.53207627548916,-16.84118626035309,"3.52","1.71",,,,"92.6","2204","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.67",,,,,,,,"12","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","139","0","0.048"
"FF","2021-09-23","91.8","1.79","5.74","Lowther, Zac",641680,675912,,"foul",,,,,"12","Jonah Heim strikes out swinging.","R","R","L","BAL","TEX","S",,,"0","1",2021,"0.98","1.38","0.97","3.53",,"663993","669256","1","2","Top",,,,,"642851",,,-4.235970105888117,-133.58232425012451,-2.7001278149704246,12.64374603639258,31.89216741288874,-15.32483966524338,"3.55","1.63","266","83.3","50","92.2","2341","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.71",,,,,,,,"12","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","141","0","-0.111"
"SL","2021-09-23","80.5","1.88","5.7","Lowther, Zac",641680,675912,,"called_strike",,,,,"5","Jonah Heim strikes out swinging.","R","R","L","BAL","TEX","S",,,"0","0",2021,"-0.76","-0.45","-0.20","2.80",,"663993","669256","1","2","Top",,,,,"642851",,,-3.195638578656998,-117.38784149959376,1.0053981759770823,-6.585517620251291,19.674780994406543,-36.6890848161138,"3.52","1.68",,,,"81.6","2559","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.82",,,,,,,,"12","1","Slider","0","0","0","0","0","0","0","0","Standard","Standard","311","0","-0.072"
"CU","2021-09-23","76.2","1.78","5.75","Lowther, Zac",656847,675912,"strikeout","swinging_strike_blocked",,,,,"13","DJ Peters strikes out swinging.","R","R","L","BAL","TEX","S","2",,"1","2",2021,"-1.23","-1.11","-1.43","1.16",,"663993","669256","0","2","Top",,,,,"642851",,,-4.562578870054699,-110.85251811504735,-0.5321313502490383,-9.22887761278927,21.110713790682016,-41.41428751336934,"3.66","1.68",,,,"76.7","2719","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.66",,,"0","1","0","0",,"11","4","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","335","0.053","-0.455"
"SL","2021-09-23","81.4","2.01","5.8","Lowther, Zac",656847,675912,,"ball",,,,,"12","DJ Peters strikes out swinging.","R","R","L","BAL","TEX","B",,,"0","2",2021,"-1.03","-0.03","1.05","3.57",,"663993","669256","0","2","Top",,,,,"642851",,,-0.17528362828950791,-118.50051853861588,1.6348641733726732,-9.647175999821982,22.492945544124794,-32.95997998876327,"3.46","1.66",,,,"81.9","2387","6.6",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.94",,,,,,,,"11","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","304","0","0.064"
"FF","2021-09-23","90.7","1.79","5.83","Lowther, Zac",656847,675912,,"swinging_strike",,,,,"11","DJ Peters strikes out swinging.","R","R","L","BAL","TEX","S",,,"0","1",2021,"0.69","1.37","-1.21","3.26",,"663993","669256","0","2","Top",,,,,"642851",,,-9.092123933213253,-131.88128718986658,-3.4900647650825287,9.983258887134873,26.868087581663637,-15.581554056682608,"3.66","1.68",,,,"91.7","2165","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.64",,,,,,,,"11","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","137","0","-0.113"
"CH","2021-09-23","83.8","1.79","5.85","Lowther, Zac",656847,675912,,"called_strike",,,,,"7","DJ Peters strikes out swinging.","R","R","L","BAL","TEX","S",,,"0","0",2021,"1.01","0.77","-0.29","2.06",,"663993","669256","0","2","Top",,,,,"642851",,,-6.835561982789514,-121.73662501550118,-3.812842522107536,11.402502710601565,26.456301152952108,-23.945877296509106,"3.49","1.68",,,,"83.8","1916","6.6",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.9",,,,,,,,"11","1","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","130","0","-0.1"
"SL","2021-09-23","81.0","1.85","5.72","Lowther, Zac",669256,675912,"walk","ball",,,,,"13","Nick Solak walks.   Nathaniel Lowe to 2nd.","R","R","L","BAL","TEX","B",,,"3","1",2021,"-1.13","-0.23","-1.69","1.41",,,"663993","0","2","Top",,,,,"642851",,,-5.773139080853166,-117.78684034793535,-2.482644107810048,-9.302323308453916,24.255898837381167,-34.01689170794725,"3.32","1.43",,,,"81.3","2691","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.79",,,"0.7","1","0","0",,"10","5","Slider","0","0","0","0","0","0","0","0","Standard","Standard","329","-0.055","0.37"
"FF","2021-09-23","90.1","1.92","5.81","Lowther, Zac",669256,675912,,"called_strike",,,,,"5","Nick Solak walks.   Nathaniel Lowe to 2nd.","R","R","L","BAL","TEX","S",,,"3","0",2021,"1.22","1.32","-0.03","2.61",,,"663993","0","2","Top",,,,,"642851",,,-7.490176399634793,-130.90408852802884,-4.748879713736717,15.65856105324764,30.08539388092,-16.16927601878148,"3.29","1.31",,,,"90.4","2142","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.75",,,,,,,,"10","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","141","0","-0.136"
"CH","2021-09-23","82.5","1.76","5.85","Lowther, Zac",669256,675912,,"ball",,,,,"12","Nick Solak walks.   Nathaniel Lowe to 2nd.","R","R","L","BAL","TEX","B",,,"2","0",2021,"1.37","0.91","0.31","3.99",,,"663993","0","2","Top",,,,,"642851",,,-6.018024835870145,-119.96381173905824,0.5919978669377919,14.40001810902366,25.422634731969175,-23.802440163541164,"3.31","1.42",,,,"82.7","1919","6.7",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.81",,,,,,,,"10","3","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","127","0","0.226"
"CH","2021-09-23","84.1","1.82","5.76","Lowther, Zac",669256,675912,,"blocked_ball",,,,,"14","Nick Solak walks.   Nathaniel Lowe to 2nd.","R","R","L","BAL","TEX","B",,,"1","0",2021,"1.29","0.73","0.37","0.64",,,"663993","0","2","Top",,,,,"642851",,,-5.97417472710181,-122.27477494906027,-7.013677039610625,14.10061390323609,22.572937024823045,-23.662389329970175,"3.37","1.54",,,,"85","1832","6.8",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.69",,,,,,,,"10","2","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","129","0","0.11"
"FF","2021-09-23","89.7","1.66","5.85","Lowther, Zac",669256,675912,,"ball",,,,,"13","Nick Solak walks.   Nathaniel Lowe to 2nd.","R","R","L","BAL","TEX","B",,,"0","0",2021,"0.94","1.31","-1.00","2.33",,,"663993","0","2","Top",,,,,"642851",,,-8.654166167215514,-130.24730547203922,-5.493660252055441,12.485572085028094,27.1201138592905,-16.30163877824905,"3.31","1.42",,,,"90.5","2188","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.63",,,,,,,,"10","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","139","0","0.055"
"FF","2021-09-23","90.3","1.91","5.76","Lowther, Zac",663993,675912,"single","hit_into_play",,,,,"9","Nathaniel Lowe singles on a sharp ground ball to center fielder Cedric Mullins.","R","L","L","BAL","TEX","X","8","ground_ball","1","1",2021,"0.99","1.49","0.52","2.02",,,,"0","2","Top",122.46,97.52,,,"642851",,,-5.615021803136737,-131.2527946656484,-6.552988358536833,12.636556142231854,28.569565380142507,-13.801491753417588,"3.55","1.63","123","102.4","7","91","2310","6.9",632390,675912,"642851","663624","663330","642721","621006","669720","656775","663630","53.65","0.669","0.63","0.9","1","1","0","4","9","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Strategic","Standard","139","-0.038","0.413"
