"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2021-06-06","80.5","1.93","5.47","Lowther, Zac",644374,675912,"strikeout","swinging_strike",,,,,"13","Yu Chang strikes out swinging.","R","R","L","BAL","CLE","S","2",,"2","2",2021,"-0.97","-0.57","-0.41","1.28",,"647304",,"0","9","Top",,,,,"642851",,,-3.365636848649429,-117.26120736869736,-1.5357539730477474,-8.222229252403352,23.41571296110099,-37.28777606998271,"3.41","1.56",,,,"81","2465","6.7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.83",,,"0","1","0","0",,"81","6","Slider","18","3","3","18","3","18","3","18","Standard","Standard","320","0","-0.376"
"FF","2021-06-06","91.6","1.71","5.68","Lowther, Zac",644374,675912,,"foul",,,,,"8","Yu Chang strikes out swinging.","R","R","L","BAL","CLE","S",,,"2","2",2021,"0.89","1.2","0.10","1.64",,"647304",,"0","9","Top",,,,,"642851",,,-6.083533800324495,-133.12463379108016,-6.97181420479659,11.923976498014126,28.821683878105098,-16.619654651986234,"3.41","1.56",,,,"92.7","2193","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.46",,,,,,,,"81","5","4-Seam Fastball","18","3","3","18","3","18","3","18","Standard","Standard","145","0","0"
"CH","2021-06-06","84.3","1.78","5.58","Lowther, Zac",644374,675912,,"foul",,,,,"3","Yu Chang strikes out swinging.","R","R","L","BAL","CLE","S",,,"2","1",2021,"1.25","1.06","0.52","2.95",,"647304",,"0","9","Top",,,,,"642851",,,-5.506730001139668,-122.69823250261034,-1.8687939156018314,13.721391573964997,24.368256370752874,-21.320145662089175,"3.41","1.56","196","70.2","47","85.4","1861","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.47",,,,,,,,"81","4","Changeup","18","3","3","18","3","18","3","18","Standard","Standard","126","0","-0.119"
"FF","2021-06-06","89.8","1.9","5.64","Lowther, Zac",644374,675912,,"ball",,,,,"12","Yu Chang strikes out swinging.","R","R","L","BAL","CLE","B",,,"1","1",2021,"1.06","1.24","1.20","4.03",,"647304",,"0","9","Top",,,,,"642851",,,-4.030713556502734,-130.77819882062,-0.6480077746923154,13.04408367395931,27.461419352278156,-17.980230267386034,"3.38","1.56",,,,"91","2142","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.51",,,,,,,,"81","3","4-Seam Fastball","18","3","3","18","3","18","3","18","Standard","Standard","135","0","0.041"
"FF","2021-06-06","90.5","1.62","5.73","Lowther, Zac",644374,675912,,"ball",,,,,"11","Yu Chang strikes out swinging.","R","R","L","BAL","CLE","B",,,"0","1",2021,"0.75","1.4","-0.83","4.57",,"647304",,"0","9","Top",,,,,"642851",,,-7.801157889596966,-131.55620773000155,0.07901360699160564,10.37537116590561,28.3734916218124,-16.158111824489882,"3.38","1.56",,,,"91.6","2202","7.1",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.43",,,,,,,,"81","2","4-Seam Fastball","18","3","3","18","3","18","3","18","Standard","Standard","145","0","0.052"
"FF","2021-06-06","89.4","1.75","5.67","Lowther, Zac",644374,675912,,"called_strike",,,,,"6","Yu Chang strikes out swinging.","R","R","L","BAL","CLE","S",,,"0","0",2021,"1.04","1.13","0.31","2.52",,"647304",,"0","9","Top",,,,,"642851",,,-5.831349291473814,-130.0045737405714,-4.177074021999463,13.01559177683925,27.472407700345293,-18.623287722844776,"3.42","1.56",,,,"90.8","1972","7.2",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.3",,,,,,,,"81","1","4-Seam Fastball","18","3","3","18","3","18","3","18","Standard","Standard","144","0","-0.052"
"FF","2021-06-06","89.7","1.68","5.78","Lowther, Zac",647304,675912,"double","hit_into_play",,,,,"3","Josh Naylor doubles (10) on a sharp line drive to right fielder Ryan McKenna.","R","L","L","BAL","CLE","X","9","line_drive","0","0",2021,"1.01","1.16","0.43","2.84",,,,"0","9","Top",165.35,65.63,,,"642851",,,-5.280065420018964,-130.5131031957458,-3.8303788316185727,12.605262216119034,26.027089209107015,-18.260393601726378,"3.32","1.51","285","100.7","16","91","2003","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.53","0.554","0.579","1.25","1","1","1","4","80","1","4-Seam Fastball","18","3","3","18","3","18","3","18","Standard","Standard","141","0","0.639"
"FF","2021-06-06","90.7","1.78","5.65","Lowther, Zac",623912,675912,"field_out","hit_into_play",,,,,"5","Harold Ramirez flies out to center fielder Cedric Mullins.","R","R","L","BAL","CLE","X","8","fly_ball","0","1",2021,"1.25","1.25","-0.01","2.64",,,"605548","2","8","Top",114.5,53.48,,,"642851",,,-7.256755789071127,-131.7871451118267,-4.268032651923186,16.148526338568164,29.408691976982354,-16.929615514002624,"3.3","1.5","361","96.5","34","91.7","2273","7.1",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.42","0.151","0.265","0","1","0","0","3","75","2","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","133","0","-0.185"
"FF","2021-06-06","91.1","1.81","5.67","Lowther, Zac",623912,675912,,"called_strike",,,,,"1","Harold Ramirez flies out to center fielder Cedric Mullins.","R","R","L","BAL","CLE","S",,,"0","0",2021,"1.15","1.59","-0.38","3.20",,,"605548","2","8","Top",,,,,"642851",,,-8.067787243622277,-132.3170298102275,-3.716759400848499,15.269286192017914,29.91244386723214,-12.904165553556153,"3.21","1.5",,,,"91.9","2299","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.49",,,,,,,,"75","1","4-Seam Fastball","17","3","3","17","3","17","3","17","Strategic","Standard","143","0","-0.041"
"FF","2021-06-06","91.4","1.95","5.57","Lowther, Zac",605548,675912,"force_out","hit_into_play",,,,,"8","Bradley Zimmer grounds into a force out, second baseman Stevie Wilkerson to shortstop Ramon Urias.   Jose Ramirez out at 2nd.    Bradley Zimmer to 1st.","R","L","L","BAL","CLE","X","4","ground_ball","1","0",2021,"1.22","1.39","-0.04","1.98",,,"608070","1","8","Top",136.08,144.55,,,"642851",,,-7.749051140926832,-132.73340841864731,-6.162491023868876,16.071235229853734,30.604971967918353,-14.602025280550158,"3.55","1.63","6","89.3","-18","92.2","2332","7.1",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.43","0.114","0.109","0","1","0","0","2","74","2","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","137","0","-0.397"
"FF","2021-06-06","92.5","1.82","5.58","Lowther, Zac",605548,675912,,"ball",,,,,"11","Bradley Zimmer grounds into a force out, second baseman Stevie Wilkerson to shortstop Ramon Urias.   Jose Ramirez out at 2nd.    Bradley Zimmer to 1st.","R","L","L","BAL","CLE","B",,,"0","0",2021,"1.07","1.36","-2.05","2.65",,,"608070","1","8","Top",,,,,"642851",,,-12.359360068297853,-134.08594731079882,-4.628554739144741,15.708390409343568,30.141785654920863,-14.944531546541665,"3.49","1.63",,,,"93.3","2373","7.1",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.43",,,,,,,,"74","1","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","145","0","0.046"
"FF","2021-06-06","93.1","1.92","5.63","Lowther, Zac",608070,675912,"single","hit_into_play",,,,,"6","Jose Ramirez singles on a sharp ground ball to center fielder Cedric Mullins.","R","R","L","BAL","CLE","X","8","ground_ball","3","2",2021,"1.06","1.17","0.32","2.06",,,,"1","8","Top",110.57,93.74,,,"642851",,,-6.504593383895361,-135.38128788398075,-6.078065250381701,14.450366736220401,27.504699107998682,-16.581920553001012,"3.29","1.49","20","112.6","-5","94.5","2336","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.53","0.443","0.399","0.9","1","1","0","4","73","6","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","140","0","0.213"
"FF","2021-06-06","92.3","1.7","5.77","Lowther, Zac",608070,675912,,"foul",,,,,"2","Jose Ramirez singles on a sharp ground ball to center fielder Cedric Mullins.","R","R","L","BAL","CLE","S",,,"3","1",2021,"0.87","1.38","-0.14","2.88",,,,"1","8","Top",,,,,"642851",,,-6.670698045831481,-134.2962177226098,-4.6038787541133255,11.898408609767575,28.11126454635904,-14.683060093924805,"3.29","1.49","153","66.0","67","93.6","2151","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.5",,,,,,,,"73","5","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","147","0","-0.065"
"FF","2021-06-06","90.4","1.72","5.71","Lowther, Zac",608070,675912,,"called_strike",,,,,"3","Jose Ramirez singles on a sharp ground ball to center fielder Cedric Mullins.","R","R","L","BAL","CLE","S",,,"3","0",2021,"0.86","1.26","0.66","3.20",,,,"1","8","Top",,,,,"642851",,,-4.524642346265127,-131.62164855515584,-3.038212756105406,10.93019386071854,27.602981956752224,-17.117702765313698,"3.33","1.49",,,,"91.7","2017","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.49",,,,,,,,"73","4","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","140","0","-0.049"
"CH","2021-06-06","83.8","1.74","5.63","Lowther, Zac",608070,675912,,"ball",,,,,"12","Jose Ramirez singles on a sharp ground ball to center fielder Cedric Mullins.","R","R","L","BAL","CLE","B",,,"2","0",2021,"1.14","0.72","1.59","3.01",,,,"1","8","Top",,,,,"642851",,,-2.6318102918989226,-122.11198040636647,-1.0929888913627122,11.932365019422534,23.83679303577968,-25.00008126306447,"3.12","1.49",,,,"84.9","1599","6.9",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.62",,,,,,,,"73","3","Changeup","17","3","3","17","3","17","3","17","Standard","Standard","128","0","0.088"
"CH","2021-06-06","84.3","1.9","5.64","Lowther, Zac",608070,675912,,"ball",,,,,"12","Jose Ramirez singles on a sharp ground ball to center fielder Cedric Mullins.","R","R","L","BAL","CLE","B",,,"1","0",2021,"1.16","0.89","1.74","2.97",,,,"1","8","Top",,,,,"642851",,,-2.7136624978031394,-122.72108568963597,-1.623457830456786,12.295191804519142,24.39821038474849,-23.039038118905374,"3.2","1.49",,,,"85.3","1775","6.9",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.6",,,,,,,,"73","2","Changeup","17","3","3","17","3","17","3","17","Standard","Standard","123","0","0.05"
"FF","2021-06-06","92.9","1.8","5.73","Lowther, Zac",608070,675912,,"ball",,,,,"13","Jose Ramirez singles on a sharp ground ball to center fielder Cedric Mullins.","R","R","L","BAL","CLE","B",,,"0","0",2021,"0.83","1.21","-0.85","1.65",,,,"1","8","Top",,,,,"642851",,,-8.719492391053956,-134.94807020702925,-7.42625061134653,12.05143148365095,28.737252583579025,-15.88631446840809,"3.24","1.49",,,,"94.2","2317","7.1",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.42",,,,,,,,"73","1","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","146","0","0.026"
"SL","2021-06-06","82.3","1.9","5.57","Lowther, Zac",642708,675912,"strikeout","swinging_strike",,,,,"13","Amed Rosario strikes out swinging.","R","R","L","BAL","CLE","S","2",,"0","2",2021,"-0.98","-0.28","-0.14","1.25",,,,"0","8","Top",,,,,"642851",,,-2.765022760319573,-120.00929103406932,-2.815712240410531,-9.03647831830823,21.048571471869007,-34.631038076465224,"3.47","1.59",,,,"83.5","2699","6.7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.75",,,"0","1","0","0",,"72","4","Slider","17","3","3","17","3","17","3","17","Standard","Standard","310","0","-0.151"
"FF","2021-06-06","92.1","1.89","5.73","Lowther, Zac",642708,675912,,"foul",,,,,"2","Amed Rosario strikes out swinging.","R","R","L","BAL","CLE","S",,,"0","2",2021,"0.78","1.3","0.14","3.39",,,,"0","8","Top",,,,,"642851",,,-6.2342156623478475,-134.1181493263151,-3.0319615923008993,10.649381216322965,25.686969632624386,-15.982082984230326,"3.47","1.59","87","101.9","1","93.8","2179","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.51",,,,,,,,"72","3","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","145","0","0"
"FF","2021-06-06","91.8","1.78","5.75","Lowther, Zac",642708,675912,,"called_strike",,,,,"12","Amed Rosario strikes out swinging.","R","R","L","BAL","CLE","S",,,"0","1",2021,"0.78","1.31","0.35","3.64",,,,"0","8","Top",,,,,"642851",,,-5.3696781914603084,-133.7237840588613,-2.4399261325780337,10.476067282021342,24.659202731118974,-15.96354695312596,"3.37","1.63",,,,"93.5","2202","6.9",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.59",,,,,,,,"72","2","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","146","0","-0.052"
"FF","2021-06-06","91.5","1.82","5.76","Lowther, Zac",642708,675912,,"called_strike",,,,,"8","Amed Rosario strikes out swinging.","R","R","L","BAL","CLE","S",,,"0","0",2021,"0.87","1.23","0.00","1.51",,,,"0","8","Top",,,,,"642851",,,-6.551093455014932,-133.13413023747367,-7.691339859451801,11.632986214523156,24.336042375444414,-16.06076833839027,"3.3","1.59",,,,"93.2","2077","7",633814,675912,"642851","641820","592859","596748","602104","663624","656775","663630","53.51",,,,,,,,"72","1","4-Seam Fastball","17","3","3","17","3","17","3","17","Standard","Standard","142","0","-0.038"
"CU","2021-05-08","76.2","2.04","5.77","Lowther, Zac",503556,675912,"strikeout","swinging_strike",,,,,"5","Marwin Gonzalez strikes out swinging.","R","R","L","BAL","BOS","S","2",,"0","2",2021,"-1.14","-1.15","0.10","2.29","646240","543877",,"0","3","Top",,,,,"642082",,,-2.04287762052336,-110.9223836029479,1.9230505712546573,-8.933565560218534,22.346817947581094,-42.24382145015438,"3.41","1.56",,,,"76.4","2383","6.7",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.78",,,"0","1","0","0",,"26","3","Curveball","2","5","5","2","5","2","5","2","Strategic","Standard","330","0.028","-0.422"
"FF","2021-05-08","90.7","2","5.77","Lowther, Zac",503556,675912,,"foul",,,,,"11","Marwin Gonzalez strikes out swinging.","R","R","L","BAL","BOS","S",,,"0","1",2021,"1.04","1.54","-0.90","3.11","646240","543877",,"0","3","Top",,,,,"642082",,,-9.580688954025117,-131.50807259934794,-3.9361866800951746,14.262430670989726,33.08372798870212,-13.757485819737862,"3.41","1.56","106","71.7","80","90.9","2165","7",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.49",,,,,,,,"26","2","4-Seam Fastball","2","5","5","2","5","2","5","2","Strategic","Standard","140","0","-0.142"
"CU","2021-05-08","74.9","2.25","5.8","Lowther, Zac",503556,675912,,"called_strike",,,,,"2","Marwin Gonzalez strikes out swinging.","R","R","L","BAL","BOS","S",,,"0","0",2021,"-1.61","-0.82","-0.12","3.67","646240","543877",,"0","3","Top",,,,,"642082",,,-2.059685664166488,-108.81203867430393,4.437623362868772,-12.14919014207353,22.957461327958352,-39.806824804914164,"3.77","1.56",,,,"74.8","2375","6.8",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.72",,,,,,,,"26","1","Curveball","2","5","5","2","5","2","5","2","Strategic","Standard","328","0","-0.075"
"CH","2021-05-08","83.3","2.13","5.78","Lowther, Zac",543877,675912,"single","hit_into_play",,,,,"6","Christian Vazquez singles on a sharp line drive to center fielder Cedric Mullins.   Xander Bogaerts scores.    Rafael Devers to 3rd.    Christian Vazquez to 2nd.","R","R","L","BAL","BOS","X","8","line_drive","1","0",2021,"0.95","1.19","0.51","2.52",,"593428","646240","0","3","Top",110.04,108.76,,,"642082",,,-5.656899205556726,-121.10724842523622,-3.2524165448383746,10.568162098805661,28.349115324029825,-20.164194663337042,"3.29","1.49","146","102.6","8","83.3","1828","6.8",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.7","0.686","0.633","0.9","1","1","0","4","25","2","Changeup","2","4","4","2","5","2","5","2","Standard","Standard","123","-0.097","0.913"
"FF","2021-05-08","89.5","2.13","5.77","Lowther, Zac",543877,675912,,"ball",,,,,"12","Christian Vazquez singles on a sharp line drive to center fielder Cedric Mullins.   Xander Bogaerts scores.    Rafael Devers to 3rd.    Christian Vazquez to 2nd.","R","R","L","BAL","BOS","B",,,"0","0",2021,"1.13","1.42","0.29","3.44",,"593428","646240","0","3","Top",,,,,"642082",,,-6.9874441111878625,-130.0173289006975,-2.663341695584662,14.305839059419066,31.40709008935535,-15.80756671194674,"3.25","1.49",,,,"89.7","2116","6.8",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.67",,,,,,,,"25","1","4-Seam Fastball","2","4","4","2","4","2","4","2","Standard","Standard","137","0","0.079"
"CH","2021-05-08","83.2","2.02","5.81","Lowther, Zac",646240,675912,"walk","ball",,,,,"13","Rafael Devers walks.   Xander Bogaerts to 2nd.","R","L","L","BAL","BOS","B",,,"3","1",2021,"1.27","1.4","0.00","0.75",,,"593428","0","3","Top",,,,,"642082",,,-7.166168839769917,-120.65468974552432,-7.876550659946625,13.812922277706969,25.06552568926845,-17.072107057578126,"3.24","1.53",,,,"83.3","2013","6.7",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.8",,,"0.7","1","0","0",,"24","5","Changeup","2","4","4","2","4","2","4","2","Standard","Standard","131","-0.038","0.37"
"FF","2021-05-08","89.5","1.95","5.81","Lowther, Zac",646240,675912,,"called_strike",,,,,"4","Rafael Devers walks.   Xander Bogaerts to 2nd.","R","L","L","BAL","BOS","S",,,"3","0",2021,"1.06","1.62","-0.58","2.35",,,"593428","0","3","Top",,,,,"642082",,,-8.57029138375302,-129.89676545258152,-5.9263918199923085,13.890265105114402,30.056481009664203,-12.824850118037173,"3.44","1.53",,,,"90","2260","7",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.52",,,,,,,,"24","4","4-Seam Fastball","2","4","4","2","4","2","4","2","Standard","Standard","139","0","-0.136"
"CH","2021-05-08","84.2","2.04","5.64","Lowther, Zac",646240,675912,,"ball",,,,,"13","Rafael Devers walks.   Xander Bogaerts to 2nd.","R","L","L","BAL","BOS","B",,,"2","0",2021,"1.21","1.3","-0.98","1.32",,,"593428","0","3","Top",,,,,"642082",,,-9.510441329629929,-122.01724061457993,-6.194989559724634,14.081458067322998,26.152071522458517,-18.060398743815366,"3.33","1.53",,,,"84.5","1980","6.9",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.61",,,,,,,,"24","3","Changeup","2","4","4","2","4","2","4","2","Standard","Standard","127","0","0.226"
"FF","2021-05-08","89.6","2","5.84","Lowther, Zac",646240,675912,,"ball",,,,,"11","Rafael Devers walks.   Xander Bogaerts to 2nd.","R","L","L","BAL","BOS","B",,,"1","0",2021,"0.98","1.55","-1.45","2.58",,,"593428","0","3","Top",,,,,"642082",,,-10.702569840158683,-129.867720333508,-5.265397319503863,13.474657723978915,30.52045879055908,-13.742870536978186,"3.36","1.53",,,,"89.9","2216","7",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.52",,,,,,,,"24","2","4-Seam Fastball","2","4","4","2","4","2","4","2","Standard","Standard","148","0","0.11"
"FF","2021-05-08","90.5","2.03","5.75","Lowther, Zac",646240,675912,,"ball",,,,,"11","Rafael Devers walks.   Xander Bogaerts to 2nd.","R","L","L","BAL","BOS","B",,,"0","0",2021,"1.15","1.5","-0.04","4.07",,,"593428","0","3","Top",,,,,"642082",,,-7.683491911253215,-131.53863729332954,-1.400623092698113,15.000160317443104,31.125608220990372,-14.821110823360366,"3.28","1.53",,,,"90.9","2323","6.9",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.64",,,,,,,,"24","1","4-Seam Fastball","2","4","4","2","4","2","4","2","Standard","Standard","136","0","0.055"
"CH","2021-05-08","83.8","2.06","5.84","Lowther, Zac",593428,675912,"single","hit_into_play",,,,,"14","Xander Bogaerts singles on a ground ball to shortstop Freddy Galvis.","R","R","L","BAL","BOS","X","6","ground_ball","3","2",2021,"1.23","1.21","1.00","2.08",,,,"0","3","Top",94.44,154.96,,,"642082",,,-4.923341050776718,-121.93414741138831,-4.7269214856777815,13.243049053460927,22.49138102440552,-19.37938709754462,"3.47","1.59","23","86.3","-4","84.7","1921","6.8",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.73","0.169","0.152","0.9","1","1","0","2","23","6","Changeup","2","4","4","2","4","2","4","2","Standard","Standard","132","-0.027","0.327"
"FF","2021-05-08","89.7","1.95","5.81","Lowther, Zac",593428,675912,,"called_strike",,,,,"7","Xander Bogaerts singles on a ground ball to shortstop Freddy Galvis.","R","R","L","BAL","BOS","S",,,"3","1",2021,"0.97","1.48","-0.38","2.17",,,,"0","3","Top",,,,,"642082",,,-7.885417592605136,-130.2273813337087,-6.145459563142904,12.68764527719906,27.774632637219604,-14.244763555842837,"3.48","1.59",,,,"90.4","2211","6.8",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.65",,,,,,,,"23","5","4-Seam Fastball","2","4","4","2","4","2","4","2","Standard","Standard","142","0","-0.077"
"FF","2021-05-08","90.8","2.19","5.83","Lowther, Zac",593428,675912,,"ball",,,,,"12","Xander Bogaerts singles on a ground ball to shortstop Freddy Galvis.","R","R","L","BAL","BOS","B",,,"2","1",2021,"0.83","1.53","0.20","3.84",,,,"0","3","Top",,,,,"642082",,,-6.8405344044175616,-132.06025192312373,-2.374071408436699,11.234068883373464,28.65336417711569,-13.942125198928156,"3.51","1.59",,,,"91.7","2268","6.9",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.59",,,,,,,,"23","4","4-Seam Fastball","2","4","4","2","4","2","4","2","Standard","Standard","137","0","0.113"
"CH","2021-05-08","83.4","1.95","5.8","Lowther, Zac",593428,675912,,"ball",,,,,"13","Xander Bogaerts singles on a ground ball to shortstop Freddy Galvis.","R","R","L","BAL","BOS","B",,,"1","1",2021,"1.13","1.35","-1.07","0.84",,,,"0","3","Top",,,,,"642082",,,-9.225154410498327,-120.9094822774795,-7.648655646264879,12.903717761334443,24.092545903089725,-17.514085254019623,"3.5","1.59",,,,"83.9","1991","6.9",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.64",,,,,,,,"23","3","Changeup","2","4","4","2","4","2","4","2","Standard","Standard","131","0","0.052"
"CU","2021-05-08","74.4","2.07","5.82","Lowther, Zac",593428,675912,,"ball",,,,,"13","Xander Bogaerts singles on a ground ball to shortstop Freddy Galvis.","R","R","L","BAL","BOS","B",,,"0","1",2021,"-1.07","-1.23","-1.09","0.51",,,,"0","3","Top",,,,,"642082",,,-4.64800403206437,-108.11859215313628,-1.2866565350150267,-7.153361444859783,24.035271322620844,-41.591218570570035,"3.43","1.59",,,,"74.2","2308","6.9",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.63",,,,,,,,"23","2","Curveball","2","4","4","2","4","2","4","2","Standard","Standard","308","0","0.027"
"FF","2021-05-08","89.7","2.14","5.78","Lowther, Zac",593428,675912,,"called_strike",,,,,"5","Xander Bogaerts singles on a ground ball to shortstop Freddy Galvis.","R","R","L","BAL","BOS","S",,,"0","0",2021,"1.11","1.53","-0.26","2.39",,,,"0","3","Top",,,,,"642082",,,-8.345620138300134,-130.17221415784334,-5.525876699675326,14.472001323898235,32.14169308318956,-13.847953228837433,"3.55","1.59",,,,"89.7","2166","6.8",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.67",,,,,,,,"23","1","4-Seam Fastball","2","4","4","2","4","2","4","2","Standard","Standard","138","0","-0.038"
"FF","2021-05-08","91.2","2.14","5.79","Lowther, Zac",502110,675912,"strikeout","swinging_strike",,,,,"2","J.D. Martinez strikes out swinging.","R","R","L","BAL","BOS","S","2",,"0","2",2021,"1.4","1.43","-0.20","3.00",,,"657077","2","2","Top",,,,,"642082",,,-8.986477150168794,-132.45604767996642,-4.159753779673955,18.487106985695313,31.37804829644413,-14.726517801833998,"3.49","1.6",,,,"91.7","2254","6.9",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.58",,,"0","1","0","0",,"17","3","4-Seam Fastball","1","4","4","1","4","1","4","1","Standard","Standard","137","0.014","-0.138"
"CH","2021-05-08","84.3","2.13","5.79","Lowther, Zac",502110,675912,,"foul",,,,,"5","J.D. Martinez strikes out swinging.","R","R","L","BAL","BOS","S",,,"0","1",2021,"1.43","1.31","0.10","2.57",,,"657077","2","2","Top",,,,,"642082",,,-7.650750252748602,-122.43244135652958,-3.5973614228163404,15.994185723919617,28.71148665955637,-18.612016747248497,"3.49","1.6","177","67.9","52","84.3","1996","6.8",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.68",,,,,,,,"17","2","Changeup","1","4","4","1","4","1","4","1","Standard","Standard","131","0","-0.047"
"CH","2021-05-08","83.8","2.21","5.74","Lowther, Zac",502110,675912,,"swinging_strike",,,,,"7","J.D. Martinez strikes out swinging.","R","R","L","BAL","BOS","S",,,"0","0",2021,"1.35","1.11","-0.39","1.97",,,"657077","2","2","Top",,,,,"642082",,,-8.75820257911692,-121.54898281475533,-4.402508063108879,15.205265405636474,26.880225791987943,-20.45921918185207,"3.49","1.6",,,,"83.9","1922","6.8",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.68",,,,,,,,"17","1","Changeup","1","4","4","1","4","1","4","1","Standard","Standard","128","0","-0.041"
"FF","2021-05-08","90.5","2.02","5.7","Lowther, Zac",657077,675912,"single","hit_into_play",,,,,"8","Alex Verdugo singles on a sharp ground ball to center fielder Cedric Mullins.","R","L","L","BAL","BOS","X","8","ground_ball","0","1",2021,"1.2","1.06","-0.18","2.03",,,,"2","2","Top",107.34,103.94,,,"642082",,,-8.146112813308722,-131.43446131807906,-5.4859522857514085,15.656413156866112,29.645922786715982,-18.903864340438954,"3.37","1.53","5","104.1","-22","91.2","2174","7",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.54","0.146","0.131","0.9","1","1","0","2","16","2","4-Seam Fastball","1","4","4","1","4","1","4","1","Infield shift","Standard","137","-0.007","0.139"
"FF","2021-05-08","90.3","2.01","5.79","Lowther, Zac",657077,675912,,"called_strike",,,,,"4","Alex Verdugo singles on a sharp ground ball to center fielder Cedric Mullins.","R","L","L","BAL","BOS","S",,,"0","0",2021,"1.04","1.35","-0.54","2.60",,,,"2","2","Top",,,,,"642082",,,-8.629796904799504,-131.1501034753144,-4.885684185871211,13.798226993245605,28.092258048034605,-15.777593001342362,"3.56","1.53",,,,"91.2","2155","6.9",634196,675912,"642082","641820","547004","596748","520471","669720","656775","621466","53.56",,,,,,,,"16","1","4-Seam Fastball","1","4","4","1","4","1","4","1","Infield shift","Standard","135","0","-0.018"
